ball_1,ball_2,ball_3,ball_4,win_times
10,16,22,29,1
10,16,25,29,1
10,19,22,25,1
10,19,22,29,1
10,19,25,29,1
10,22,25,29,1
16,19,22,29,1
12,25,32,34,1
16,19,25,29,1
16,22,25,29,1
19,22,25,29,1
12,22,25,32,1
12,22,25,34,1
12,22,25,37,1
12,22,32,34,1
12,22,32,37,1
12,22,34,37,1
3,7,18,39,1
3,7,17,39,1
7,23,33,39,1
4,17,21,32,1
1,9,12,36,1
1,9,12,38,1
1,9,13,38,1
1,9,36,38,1
1,12,13,38,1
1,12,36,38,1
1,13,36,38,1
9,12,13,36,1
9,12,13,38,1
9,12,36,38,1
9,13,36,38,1
12,13,36,38,1
3,4,17,21,1
3,4,17,32,1
3,4,17,41,1
3,4,21,32,1
3,4,21,41,1
3,4,32,41,1
3,17,21,32,1
3,17,21,41,1
3,17,32,41,1
1,9,12,13,1
16,20,23,41,1
12,20,23,41,1
13,14,16,36,1
1,12,13,16,1
1,12,14,36,1
1,12,16,36,1
1,13,14,16,1
1,13,14,36,1
1,13,16,36,1
1,14,16,36,1
12,13,14,16,1
12,13,16,36,1
7,12,16,20,1
12,16,20,41,1
7,12,16,23,1
7,12,16,41,1
7,12,20,23,1
7,12,20,41,1
7,16,20,23,1
7,16,20,41,1
7,16,23,41,1
7,20,23,41,1
12,16,20,23,1
3,21,32,41,1
4,17,32,41,1
3,7,17,18,1
4,21,32,41,1
4,29,36,42,1
8,10,29,36,1
8,10,29,42,1
8,10,36,42,1
8,29,36,42,1
10,29,36,42,1
18,19,20,23,1
18,19,20,30,1
18,19,20,37,1
18,19,23,30,1
18,19,23,37,1
18,19,30,37,1
18,20,23,30,1
18,20,23,37,1
18,20,30,37,1
18,23,30,37,1
19,20,23,30,1
19,20,23,37,1
19,20,30,37,1
19,23,30,37,1
20,23,30,37,1
4,10,36,42,1
4,10,29,42,1
4,10,29,36,1
3,26,35,39,1
17,21,32,41,1
3,9,26,28,1
3,9,26,35,1
3,9,26,39,1
3,9,28,35,1
3,9,28,39,1
3,9,35,39,1
3,26,28,35,1
3,26,28,39,1
3,28,35,39,1
4,8,29,42,1
9,26,28,35,1
9,26,28,39,1
9,26,35,39,1
9,28,35,39,1
26,28,35,39,1
4,8,10,29,1
4,8,10,36,1
4,8,10,42,1
4,8,29,36,1
7,22,23,39,1
19,22,23,33,1
1,17,28,32,1
11,31,32,40,1
2,5,10,29,1
2,5,10,40,1
2,5,26,29,1
2,5,26,40,1
2,5,29,40,1
2,10,26,29,1
2,10,26,40,1
2,10,29,40,1
2,26,29,40,1
5,10,26,29,1
5,10,26,40,1
5,10,29,40,1
5,26,29,40,1
11,15,30,31,1
11,15,30,32,1
11,15,30,40,1
11,15,31,32,1
11,15,31,40,1
11,15,32,40,1
11,30,31,32,1
11,30,31,40,1
2,5,10,26,1
21,27,35,42,1
12,27,35,42,1
22,26,35,41,1
16,21,26,35,1
16,21,35,41,1
16,22,26,41,1
16,22,35,41,1
16,26,35,41,1
21,22,26,35,1
21,22,26,41,1
21,22,35,41,1
21,26,35,41,1
4,12,21,27,1
12,21,35,42,1
4,12,21,35,1
4,12,27,42,1
4,12,35,42,1
4,21,27,35,1
4,21,27,42,1
4,21,35,42,1
4,27,35,42,1
12,21,27,35,1
12,21,27,42,1
11,30,32,40,1
15,30,31,32,1
16,21,22,35,1
15,30,31,40,1
6,14,33,35,1
1,3,14,35,1
1,3,14,41,1
1,3,14,42,1
1,3,35,41,1
1,3,35,42,1
1,3,41,42,1
1,14,35,42,1
1,14,41,42,1
1,35,41,42,1
3,14,35,41,1
3,14,35,42,1
3,14,41,42,1
3,35,41,42,1
14,35,41,42,1
1,15,17,28,1
1,15,17,32,1
1,15,17,38,1
1,15,28,32,1
1,15,28,38,1
1,15,32,38,1
5,6,33,35,1
2,14,33,35,1
2,6,14,35,1
7,21,35,40,1
15,30,32,40,1
30,31,32,40,1
7,19,21,30,1
7,19,21,35,1
7,19,21,40,1
7,19,30,35,1
7,19,30,40,1
7,19,35,40,1
7,21,30,40,1
19,21,30,35,1
2,5,33,35,1
19,21,30,40,1
19,21,35,40,1
19,30,35,40,1
21,30,35,40,1
2,5,6,14,1
2,5,6,33,1
2,5,6,35,1
2,5,14,33,1
2,5,14,35,1
16,21,22,41,1
16,21,22,26,1
19,22,23,39,1
4,25,26,36,1
6,8,21,29,1
6,19,21,29,1
7,8,19,21,1
7,8,19,29,1
7,8,21,29,1
7,19,21,29,1
8,19,21,29,1
1,3,7,8,1
1,3,7,9,1
1,3,7,30,1
1,3,8,9,1
1,3,8,30,1
3,7,8,9,1
3,7,8,30,1
3,7,9,30,1
3,8,9,30,1
4,8,25,26,1
4,8,25,33,1
4,8,25,36,1
4,8,26,33,1
4,8,33,36,1
6,8,19,29,1
6,8,19,21,1
6,7,21,29,1
6,26,29,40,1
19,22,33,39,1
19,23,33,39,1
22,23,33,39,1
6,10,26,29,1
6,10,26,40,1
6,10,29,35,1
6,10,29,40,1
6,10,35,40,1
6,26,29,35,1
6,26,35,40,1
6,7,19,29,1
6,29,35,40,1
10,26,29,35,1
10,26,35,40,1
10,29,35,40,1
26,29,35,40,1
6,7,8,19,1
6,7,8,21,1
6,7,8,29,1
6,7,19,21,1
4,25,26,33,1
4,25,33,36,1
33,34,35,37,1
4,26,33,36,1
11,19,21,23,1
11,19,22,23,1
11,21,22,23,1
16,19,21,22,1
16,19,21,23,1
16,19,22,23,1
16,21,22,23,1
19,21,22,23,1
14,24,33,34,1
14,24,33,37,1
14,24,34,35,1
14,24,34,37,1
14,24,35,37,1
14,33,34,35,1
14,33,34,37,1
14,33,35,37,1
14,34,35,37,1
24,33,34,35,1
24,33,34,37,1
24,33,35,37,1
24,34,35,37,1
11,16,22,23,1
11,16,21,23,1
11,16,21,22,1
2,12,28,29,1
8,25,26,33,1
8,25,26,36,1
8,25,33,36,1
25,26,33,36,1
2,12,17,24,1
2,12,17,28,1
2,12,17,29,1
2,12,24,28,1
2,12,24,29,1
2,17,24,28,1
11,16,19,23,1
2,17,24,29,1
2,24,28,29,1
12,17,24,28,1
12,17,24,29,1
12,17,28,29,1
12,24,28,29,1
17,24,28,29,1
11,16,19,21,1
11,16,19,22,1
8,11,17,30,1
8,11,17,36,1
8,11,21,30,1
22,25,27,31,1
8,17,22,38,1
8,20,22,23,1
8,20,23,38,1
8,22,23,38,1
17,20,22,23,1
17,20,22,38,1
17,20,23,38,1
17,22,23,38,1
20,22,23,38,1
1,5,22,25,1
1,5,22,27,1
1,5,25,27,1
1,5,25,31,1
1,5,27,31,1
1,22,25,27,1
1,22,25,31,1
1,22,27,31,1
1,25,27,31,1
5,22,25,27,1
5,22,25,31,1
5,22,27,31,1
8,17,22,23,1
8,17,20,38,1
8,17,20,23,1
1,4,5,26,1
5,11,30,31,1
5,16,20,30,1
5,16,20,31,1
5,20,30,31,1
11,16,20,30,1
11,16,30,31,1
11,20,30,31,1
16,20,30,31,1
1,4,5,8,1
1,4,8,26,1
8,17,20,22,1
1,4,8,36,1
1,4,26,36,1
1,5,8,26,1
1,5,8,36,1
1,5,26,36,1
4,5,8,26,1
4,5,8,36,1
4,5,26,36,1
5,8,26,36,1
5,25,27,31,1
3,8,24,31,1
5,11,20,30,1
3,8,24,32,1
22,31,32,41,1
13,26,27,28,1
13,26,27,31,1
13,26,27,34,1
13,26,28,31,1
13,26,28,34,1
13,26,31,34,1
13,27,28,31,1
13,27,28,34,1
13,27,31,34,1
13,28,31,34,1
26,27,28,31,1
26,27,28,34,1
26,27,31,34,1
26,28,31,34,1
27,28,31,34,1
7,10,14,21,1
7,10,14,22,1
7,10,14,42,1
7,10,21,22,1
7,10,21,42,1
13,31,32,41,1
13,22,32,41,1
13,22,31,32,1
8,24,32,40,1
3,8,24,40,1
3,8,31,32,1
3,8,31,40,1
3,24,31,32,1
3,24,31,40,1
3,24,32,40,1
3,31,32,40,1
8,24,31,32,1
8,24,31,40,1
8,31,32,40,1
2,22,32,41,1
24,31,32,40,1
2,13,22,31,1
2,13,22,32,1
2,13,22,41,1
2,13,31,32,1
2,13,31,41,1
2,13,32,41,1
2,22,31,32,1
2,22,31,41,1
5,11,20,31,1
5,11,16,31,1
7,14,21,22,1
1,16,21,22,1
11,19,32,34,1
11,26,32,34,1
19,26,32,34,1
5,8,9,28,1
5,8,9,39,1
5,8,28,39,1
5,8,39,41,1
5,9,28,39,1
5,9,28,41,1
5,9,39,41,1
5,28,39,41,1
8,9,28,39,1
8,9,28,41,1
8,9,39,41,1
8,28,39,41,1
9,28,39,41,1
1,15,16,21,1
1,15,16,22,1
1,15,16,27,1
1,15,21,22,1
1,15,21,27,1
11,19,26,34,1
11,19,26,32,1
3,26,32,34,1
25,30,38,42,1
24,25,30,42,1
24,25,38,39,1
24,25,38,42,1
24,25,39,42,1
24,30,38,39,1
24,30,38,42,1
24,30,39,42,1
24,38,39,42,1
25,30,38,39,1
25,30,39,42,1
3,19,32,34,1
25,38,39,42,1
30,38,39,42,1
3,11,19,26,1
3,11,19,32,1
3,11,26,32,1
3,11,26,34,1
3,11,32,34,1
3,19,26,32,1
3,19,26,34,1
1,15,22,27,1
1,16,21,27,1
5,11,16,30,1
1,16,22,27,1
2,11,18,21,1
2,11,18,22,1
2,18,21,22,1
10,11,18,21,1
10,11,18,22,1
10,11,21,22,1
10,18,21,22,1
11,18,21,22,1
5,6,14,22,1
5,6,14,23,1
5,6,22,23,1
5,6,23,33,1
5,14,22,23,1
5,14,23,33,1
5,22,23,33,1
6,14,22,23,1
6,14,22,33,1
6,14,23,33,1
6,22,23,33,1
14,22,23,33,1
5,11,16,20,1
2,10,21,22,1
2,10,18,22,1
2,10,18,21,1
3,6,20,29,1
1,21,22,27,1
15,16,21,22,1
15,16,21,27,1
15,16,22,27,1
16,21,22,27,1
3,6,7,20,1
3,6,7,26,1
3,6,7,29,1
3,6,20,26,1
3,6,26,29,1
2,10,11,22,1
3,7,20,26,1
3,7,20,29,1
3,7,26,29,1
3,20,26,29,1
6,7,20,29,1
6,7,26,29,1
6,20,26,29,1
7,20,26,29,1
2,10,11,21,1
7,10,22,42,1
7,14,22,42,1
8,11,21,36,1
2,19,27,41,1
20,21,28,29,1
8,27,30,35,1
8,27,35,39,1
8,29,35,39,1
8,30,35,39,1
27,29,30,35,1
27,29,35,39,1
27,30,35,39,1
29,30,35,39,1
1,17,21,37,1
1,17,21,38,1
1,17,37,38,1
1,17,37,42,1
1,17,38,42,1
1,21,38,42,1
1,37,38,42,1
17,21,37,38,1
17,21,37,42,1
17,21,38,42,1
21,37,38,42,1
2,19,27,38,1
17,21,28,29,1
17,20,28,29,1
17,20,21,29,1
24,33,38,39,1
19,24,33,39,1
19,24,36,38,1
19,24,36,39,1
19,24,38,39,1
19,33,36,38,1
19,33,36,39,1
19,36,38,39,1
24,33,36,38,1
24,33,36,39,1
24,36,38,39,1
17,20,21,28,1
2,17,20,21,1
2,17,20,28,1
2,17,20,29,1
2,17,21,28,1
2,17,21,29,1
2,20,21,28,1
2,20,21,29,1
2,20,28,29,1
2,21,28,29,1
2,19,27,40,1
2,19,38,40,1
19,24,33,36,1
2,19,38,41,1
2,6,20,32,1
2,6,22,24,1
2,6,22,32,1
2,6,24,32,1
2,20,22,24,1
2,20,22,32,1
2,20,24,32,1
2,22,24,32,1
6,20,22,24,1
6,20,22,32,1
6,20,24,32,1
6,22,24,32,1
20,22,24,32,1
2,9,10,11,1
2,9,10,17,1
2,9,10,28,1
2,9,11,17,1
2,9,11,28,1
2,10,11,17,1
2,10,11,28,1
2,10,17,28,1
2,6,20,24,1
2,6,20,22,1
14,15,17,37,1
6,12,14,15,1
2,19,40,41,1
2,27,38,40,1
2,27,38,41,1
2,27,40,41,1
19,27,38,40,1
19,27,38,41,1
19,27,40,41,1
19,38,40,41,1
27,38,40,41,1
6,12,14,17,1
12,15,17,37,1
6,12,14,37,1
6,12,15,17,1
6,12,15,37,1
6,12,17,37,1
6,14,15,17,1
6,14,17,37,1
6,15,17,37,1
12,14,15,17,1
12,14,17,37,1
19,24,33,38,1
22,31,37,41,1
10,14,21,22,1
3,12,27,39,1
10,21,26,38,1
10,21,35,38,1
10,26,35,38,1
21,26,35,38,1
5,20,29,38,1
5,20,29,39,1
5,20,38,39,1
5,20,38,42,1
5,20,39,42,1
5,29,38,39,1
5,29,38,42,1
5,29,39,42,1
5,38,39,42,1
20,29,38,39,1
20,29,38,42,1
20,29,39,42,1
20,38,39,42,1
29,38,39,42,1
3,12,26,27,1
3,12,26,34,1
3,12,26,39,1
10,21,26,35,1
6,26,35,38,1
6,21,35,38,1
5,14,21,29,1
10,14,21,42,1
10,14,22,42,1
10,21,22,42,1
14,21,22,42,1
5,6,14,21,1
5,6,14,29,1
5,6,21,29,1
5,6,21,35,1
5,6,29,35,1
5,14,21,35,1
6,21,26,38,1
5,14,29,35,1
5,21,29,35,1
6,14,21,29,1
6,14,29,35,1
6,21,29,35,1
6,10,21,26,1
6,10,21,35,1
6,10,21,38,1
6,10,26,38,1
3,12,27,34,1
3,12,34,39,1
15,31,37,41,1
3,26,27,34,1
3,5,27,35,1
3,7,11,27,1
3,7,11,35,1
3,7,27,35,1
3,11,27,35,1
5,7,11,35,1
5,7,27,35,1
5,11,27,35,1
7,11,27,35,1
13,15,22,31,1
13,15,22,37,1
13,15,22,41,1
13,15,31,37,1
13,15,31,41,1
13,15,37,41,1
13,22,31,37,1
13,22,37,41,1
13,31,37,41,1
15,22,31,37,1
15,22,31,41,1
15,22,37,41,1
3,5,11,27,1
3,5,7,35,1
3,5,7,27,1
4,12,22,36,1
3,26,27,39,1
3,26,34,39,1
3,27,34,39,1
12,26,27,34,1
12,26,27,39,1
12,26,34,39,1
12,27,34,39,1
26,27,34,39,1
4,12,22,28,1
4,12,22,37,1
3,5,7,11,1
4,12,28,36,1
4,12,28,37,1
4,22,28,36,1
4,22,28,37,1
4,28,36,37,1
12,22,28,36,1
12,22,28,37,1
12,22,36,37,1
12,28,36,37,1
24,25,30,39,1
24,25,30,38,1
8,26,28,37,1
2,4,12,33,1
9,28,30,31,1
9,29,30,31,1
16,28,29,30,1
16,28,29,31,1
16,28,30,31,1
16,29,30,31,1
28,29,30,31,1
3,5,23,27,1
3,5,23,38,1
3,5,23,40,1
3,5,27,38,1
3,5,27,40,1
3,5,38,40,1
3,23,27,38,1
3,23,27,40,1
3,23,38,40,1
3,27,38,40,1
5,23,27,38,1
5,23,27,40,1
5,27,38,40,1
23,27,38,40,1
9,28,29,31,1
9,16,30,31,1
9,16,29,31,1
4,5,17,38,1
4,26,31,39,1
4,27,31,39,1
9,26,27,31,1
9,26,27,39,1
9,26,31,39,1
9,27,31,39,1
26,27,31,39,1
4,5,17,22,1
4,5,17,31,1
4,5,22,31,1
9,16,29,30,1
4,5,31,38,1
4,17,22,31,1
4,17,22,38,1
4,22,31,38,1
5,17,31,38,1
5,22,31,38,1
17,22,31,38,1
9,16,28,29,1
9,16,28,31,1
2,4,12,19,1
2,4,12,40,1
4,26,27,31,1
2,4,19,33,1
5,10,13,38,1
5,10,13,42,1
5,10,31,38,1
5,10,31,42,1
5,10,38,42,1
5,13,31,38,1
5,13,31,42,1
5,13,38,42,1
5,31,38,42,1
10,13,31,38,1
10,13,31,42,1
10,13,38,42,1
13,31,38,42,1
5,13,19,36,1
5,13,19,39,1
5,13,19,40,1
5,13,36,39,1
5,13,36,40,1
5,13,39,40,1
5,19,36,39,1
5,19,36,40,1
5,10,13,31,1
24,25,29,37,1
23,25,29,37,1
22,23,24,29,1
2,4,19,40,1
2,4,33,40,1
2,12,19,40,1
2,12,33,40,1
2,19,33,40,1
4,12,19,33,1
4,12,33,40,1
12,19,33,40,1
22,23,24,25,1
22,23,24,37,1
23,24,29,37,1
22,23,25,29,1
22,23,25,37,1
22,23,29,37,1
22,24,25,29,1
22,24,25,37,1
22,24,29,37,1
22,25,29,37,1
23,24,25,29,1
23,24,25,37,1
4,26,27,39,1
4,9,27,39,1
8,17,28,37,1
11,25,38,39,1
1,16,19,30,1
1,16,19,39,1
1,16,30,39,1
1,17,19,30,1
1,17,19,39,1
1,17,30,39,1
1,19,30,39,1
16,17,19,39,1
16,17,30,39,1
16,19,30,39,1
17,19,30,39,1
7,11,25,27,1
7,11,25,38,1
7,11,25,39,1
7,11,27,38,1
7,11,27,39,1
7,11,38,39,1
7,25,27,39,1
7,25,38,39,1
7,27,38,39,1
11,25,27,38,1
1,16,17,39,1
1,16,17,30,1
1,16,17,19,1
3,4,7,20,1
8,11,30,36,1
8,17,21,30,1
8,17,21,36,1
8,17,30,36,1
8,21,30,36,1
11,17,21,30,1
11,17,21,36,1
11,17,30,36,1
11,21,30,36,1
3,4,7,28,1
4,20,28,35,1
3,4,7,35,1
3,4,20,28,1
3,4,20,35,1
3,4,28,35,1
3,7,20,28,1
3,7,20,35,1
4,7,20,28,1
4,7,20,35,1
4,7,28,35,1
11,25,27,39,1
11,27,38,39,1
4,9,27,31,1
25,27,38,39,1
18,19,23,40,1
18,21,23,40,1
19,21,23,40,1
2,4,6,13,1
2,4,6,16,1
2,4,6,28,1
2,4,13,16,1
2,4,13,28,1
2,4,16,28,1
2,6,13,16,1
2,6,13,28,1
2,6,16,28,1
2,13,16,28,1
4,6,13,16,1
4,6,13,28,1
4,6,16,28,1
4,13,16,28,1
6,13,16,28,1
4,9,26,27,1
4,9,26,31,1
4,9,26,39,1
18,19,21,40,1
18,19,21,23,1
8,21,23,40,1
20,24,25,40,1
18,20,24,25,1
18,20,24,26,1
18,20,25,26,1
18,20,25,40,1
18,20,26,40,1
18,24,25,26,1
18,24,25,40,1
18,25,26,40,1
20,24,25,26,1
20,24,26,40,1
8,19,23,40,1
20,25,26,40,1
24,25,26,40,1
8,18,19,23,1
8,18,19,40,1
8,18,21,23,1
8,18,21,40,1
8,18,23,40,1
8,19,21,23,1
8,19,21,40,1
5,19,39,40,1
13,19,36,39,1
13,19,36,40,1
4,5,14,21,1
7,34,40,42,1
16,19,34,40,1
16,19,34,42,1
16,19,40,42,1
16,34,40,42,1
19,34,40,42,1
9,16,26,37,1
9,16,26,38,1
9,16,26,39,1
9,16,37,39,1
9,16,38,39,1
9,26,37,38,1
9,26,37,39,1
9,26,38,39,1
9,37,38,39,1
16,26,37,38,1
16,26,37,39,1
16,26,38,39,1
26,37,38,39,1
4,5,8,14,1
4,5,8,21,1
7,19,34,42,1
7,19,34,40,1
7,16,40,42,1
13,22,24,36,1
10,17,33,36,1
10,22,33,36,1
17,22,33,36,1
13,18,22,24,1
13,18,22,35,1
13,18,24,35,1
13,18,24,36,1
13,18,35,36,1
13,22,24,35,1
13,22,35,36,1
7,16,34,40,1
13,24,35,36,1
18,22,24,35,1
18,22,24,36,1
18,22,35,36,1
18,24,35,36,1
22,24,35,36,1
7,16,19,34,1
7,16,19,40,1
7,16,19,42,1
4,5,8,31,1
4,5,14,31,1
13,19,39,40,1
4,5,21,31,1
5,25,33,34,1
5,25,33,38,1
5,25,34,38,1
5,31,33,34,1
5,31,33,38,1
5,31,34,38,1
5,33,34,38,1
25,31,33,34,1
25,31,34,38,1
25,33,34,38,1
1,8,17,26,1
1,8,17,28,1
1,8,17,37,1
1,8,26,28,1
1,8,26,37,1
1,8,28,37,1
1,17,26,37,1
1,17,28,37,1
1,26,28,37,1
8,17,26,28,1
8,17,26,37,1
5,25,31,38,1
5,25,31,34,1
5,25,31,33,1
4,9,16,38,1
4,8,14,21,1
4,8,14,31,1
4,8,21,31,1
4,14,21,31,1
5,8,14,21,1
5,8,14,31,1
5,8,21,31,1
8,14,21,31,1
4,9,16,35,1
4,9,25,35,1
16,25,35,38,1
4,9,25,38,1
4,9,35,38,1
4,16,25,35,1
4,16,25,38,1
4,16,35,38,1
4,25,35,38,1
9,16,25,35,1
9,16,25,38,1
9,25,35,38,1
10,17,22,36,1
10,17,22,33,1
2,22,33,36,1
2,17,33,36,1
1,15,17,42,1
1,15,22,42,1
1,17,22,42,1
2,15,17,22,1
2,15,17,42,1
2,15,22,42,1
2,17,22,42,1
15,17,22,42,1
5,10,12,19,1
5,10,12,38,1
5,10,19,29,1
5,10,19,38,1
5,10,29,38,1
5,12,19,29,1
5,12,19,38,1
5,12,29,38,1
5,19,29,38,1
10,12,19,29,1
10,12,19,38,1
10,12,29,38,1
10,19,29,38,1
1,15,17,22,1
1,2,22,42,1
1,2,17,42,1
1,20,24,39,1
13,36,39,40,1
19,36,39,40,1
1,3,20,24,1
1,3,20,31,1
1,3,20,39,1
1,3,24,31,1
1,3,24,39,1
1,3,31,39,1
1,20,24,31,1
1,20,31,39,1
1,2,17,22,1
1,24,31,39,1
3,20,24,31,1
3,20,24,39,1
3,20,31,39,1
3,24,31,39,1
20,24,31,39,1
1,2,15,17,1
1,2,15,22,1
1,2,15,42,1
12,19,29,38,1
1,4,22,28,1
1,4,22,35,1
14,15,16,37,1
11,14,15,37,1
11,14,16,33,1
11,14,16,37,1
11,14,33,37,1
11,15,16,33,1
11,15,16,37,1
11,15,33,37,1
11,16,33,37,1
14,15,16,33,1
14,15,33,37,1
19,25,29,36,1
14,16,33,37,1
15,16,33,37,1
2,10,17,22,1
2,10,17,33,1
2,10,17,36,1
2,10,22,33,1
2,10,33,36,1
2,17,22,33,1
2,17,22,36,1
11,14,15,33,1
17,25,29,36,1
1,4,23,28,1
6,17,19,25,1
1,22,23,28,1
1,22,23,35,1
1,22,28,35,1
1,23,28,35,1
4,22,23,28,1
4,22,23,35,1
4,22,28,35,1
4,23,28,35,1
22,23,28,35,1
6,17,19,29,1
17,19,29,36,1
6,17,19,36,1
6,17,25,29,1
6,17,25,36,1
6,17,29,36,1
6,19,25,29,1
6,19,25,36,1
6,19,29,36,1
6,25,29,36,1
17,19,25,29,1
2,16,30,31,1
11,13,19,24,1
2,6,16,31,1
1,6,14,36,1
3,14,15,31,1
3,14,28,31,1
3,15,28,31,1
6,14,15,31,1
6,14,28,31,1
6,15,28,31,1
14,15,28,31,1
1,6,14,18,1
1,6,14,30,1
1,6,18,30,1
3,6,15,31,1
1,6,18,36,1
1,6,30,36,1
1,14,18,30,1
1,14,18,36,1
1,14,30,36,1
1,18,30,36,1
6,14,18,30,1
6,14,18,36,1
6,14,30,36,1
3,6,28,31,1
3,6,15,28,1
1,2,10,11,1
4,8,25,34,1
3,16,23,35,1
4,14,16,23,1
4,14,16,35,1
4,16,23,35,1
14,16,23,35,1
4,8,11,24,1
4,8,11,34,1
4,8,24,25,1
4,8,24,34,1
4,11,24,25,1
3,6,14,31,1
4,11,24,34,1
4,24,25,34,1
8,11,24,25,1
8,11,24,34,1
8,11,25,34,1
8,24,25,34,1
11,24,25,34,1
3,6,14,15,1
3,6,14,28,1
6,18,30,36,1
1,2,10,18,1
12,19,22,37,1
22,33,34,41,1
4,22,33,34,1
4,22,33,36,1
4,22,34,36,1
4,22,34,41,1
4,22,36,41,1
4,33,34,41,1
4,33,36,41,1
4,34,36,41,1
22,33,34,36,1
22,33,36,41,1
14,39,41,42,1
22,34,36,41,1
33,34,36,41,1
3,14,23,36,1
3,14,23,37,1
3,14,23,42,1
3,14,36,37,1
3,14,36,42,1
3,14,37,42,1
3,23,36,37,1
19,39,41,42,1
14,19,41,42,1
1,2,10,23,1
10,11,18,23,1
1,2,11,23,1
1,2,18,23,1
1,10,11,18,1
1,10,11,23,1
1,10,18,23,1
1,11,18,23,1
2,10,11,23,1
2,10,18,23,1
2,11,18,23,1
10,14,19,39,1
14,19,39,42,1
10,14,19,41,1
10,14,19,42,1
10,14,39,41,1
10,14,39,42,1
10,14,41,42,1
10,19,39,41,1
10,19,39,42,1
10,39,41,42,1
14,19,39,41,1
3,14,23,35,1
3,14,16,35,1
3,14,16,23,1
27,29,38,40,1
9,25,30,39,1
9,25,31,39,1
9,30,31,39,1
25,30,31,39,1
27,29,33,34,1
27,29,33,38,1
27,29,33,40,1
27,29,34,38,1
27,29,34,40,1
27,33,34,38,1
6,30,31,39,1
27,33,34,40,1
27,33,38,40,1
27,34,38,40,1
29,33,34,38,1
29,33,34,40,1
29,33,38,40,1
29,34,38,40,1
13,21,25,31,1
13,21,25,35,1
9,25,30,31,1
6,25,31,39,1
3,4,23,35,1
6,14,17,25,1
12,22,35,37,1
15,19,22,35,1
15,19,22,37,1
15,19,35,37,1
15,22,35,37,1
19,22,35,37,1
6,10,14,25,1
6,10,17,25,1
6,10,18,25,1
6,14,18,25,1
6,25,30,31,1
6,17,18,25,1
10,14,17,25,1
10,14,18,25,1
10,17,18,25,1
14,17,18,25,1
6,9,25,31,1
6,9,30,31,1
6,9,30,39,1
6,9,31,39,1
13,21,25,41,1
13,21,31,35,1
13,21,31,41,1
10,34,38,41,1
10,17,32,34,1
10,17,32,38,1
10,17,32,41,1
10,17,34,38,1
10,17,34,41,1
10,17,38,41,1
10,32,34,38,1
10,32,34,41,1
10,32,38,41,1
17,32,34,38,1
13,21,35,41,1
17,32,34,41,1
17,32,38,41,1
17,34,38,41,1
32,34,38,41,1
3,4,14,16,1
3,4,14,23,1
3,4,14,35,1
3,4,16,23,1
3,4,16,35,1
24,32,34,37,1
15,32,34,37,1
15,24,34,37,1
15,24,32,37,1
13,25,31,35,1
13,25,31,41,1
13,25,35,41,1
13,31,35,41,1
21,25,31,41,1
21,25,35,41,1
21,31,35,41,1
25,31,35,41,1
8,15,24,32,1
8,15,24,34,1
8,15,24,37,1
8,15,32,34,1
8,15,32,37,1
8,15,34,37,1
8,24,32,34,1
8,24,32,37,1
8,24,34,37,1
8,32,34,37,1
15,24,32,34,1
3,23,37,42,1
3,36,37,42,1
14,23,36,37,1
5,24,25,35,1
13,25,39,42,1
5,6,9,24,1
5,6,9,35,1
5,6,24,25,1
5,6,24,35,1
5,6,25,35,1
5,9,24,25,1
5,9,24,35,1
5,9,25,35,1
6,9,24,25,1
13,20,25,42,1
6,9,24,35,1
6,9,25,35,1
6,24,25,35,1
9,24,25,35,1
9,28,32,38,1
9,28,32,40,1
9,28,38,39,1
9,28,38,40,1
9,28,39,40,1
13,20,39,42,1
13,20,25,39,1
12,19,23,38,1
26,28,33,38,1
19,20,23,38,1
11,26,28,41,1
11,26,33,38,1
11,26,33,41,1
11,26,38,41,1
11,28,33,38,1
11,28,33,41,1
11,28,38,41,1
11,33,38,41,1
26,28,38,41,1
6,20,39,42,1
26,33,38,41,1
28,33,38,41,1
6,13,20,25,1
6,13,20,42,1
6,13,25,39,1
6,13,25,42,1
6,13,39,42,1
6,20,25,39,1
6,20,25,42,1
9,32,38,39,1
9,32,38,40,1
9,32,39,40,1
10,19,37,38,1
6,9,19,38,1
6,9,37,38,1
6,10,19,37,1
6,10,37,38,1
6,19,37,38,1
9,10,19,37,1
9,10,19,38,1
9,10,37,38,1
9,19,37,38,1
9,16,20,25,1
9,38,39,40,1
9,16,20,42,1
9,16,25,39,1
9,16,25,42,1
9,20,25,39,1
9,20,25,42,1
9,20,39,42,1
16,20,25,39,1
16,20,25,42,1
16,20,39,42,1
6,9,19,37,1
6,9,10,38,1
6,9,10,37,1
6,9,10,19,1
28,32,38,39,1
28,32,38,40,1
28,32,39,40,1
28,38,39,40,1
32,38,39,40,1
9,12,15,27,1
9,12,15,28,1
9,12,15,32,1
9,12,27,28,1
9,12,27,32,1
9,15,27,28,1
9,15,27,32,1
9,15,28,32,1
9,27,28,32,1
12,15,27,28,1
12,15,27,32,1
12,15,28,32,1
12,27,28,32,1
15,27,28,32,1
12,20,23,38,1
12,19,20,38,1
14,23,36,42,1
2,11,12,20,1
7,22,28,39,1
7,28,33,39,1
22,28,33,39,1
2,6,11,12,1
2,6,11,20,1
2,6,12,16,1
2,6,12,20,1
2,6,16,20,1
2,11,12,16,1
2,11,16,20,1
2,28,33,39,1
2,12,16,20,1
6,11,12,16,1
